## RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.visitcount,entity.blogType,entity.numberofemployees,entity.companyheadquarters,entity.product,entity.marketsite,entity.industry,entity.product_type,entity.employee_range,entity.custom10
casestudy_mead-johnson-nutrition,mead-johnson-nutrition,casestudy, ,https://www.concur.com/sites/default/files/logo-mead-johnson-nutrition.png, ,https://www.concur.com/en-us/casestudy/mead-johnson-nutrition, , , , ,7500,"Chicago, Illinois",Concur Expense,US,Manufacturing,Expense,"6,000 - 9,999", 
casestudy_cardinal-health,cardinal-health,casestudy, ,https://www.concur.com/sites/default/files/1200px-cardinal_health_logo.svg_.png, ,https://www.concur.com/en-us/casestudy/cardinal-health, , , , ,50000,"Dublin, Ohio",Concur Expense,US,Health Care,Expense,"> 50,000", 
casestudy_state-accounting-office,state-accounting-office,casestudy, ,https://www.concur.com/sites/default/files/281962_processes_r_blue.png, ,https://www.concur.com/en-us/casestudy/state-accounting-office, , , , ,70000,Not Found,"Concur Travel, Concur Expense",US,Government,"Travel,Expense","> 50,000", 
casestudy_kipp-bay-area-schools,kipp-bay-area-schools,casestudy, ,https://www.concur.com/sites/default/files/kipp-logo_blue.png, ,https://www.concur.com/en-us/casestudy/kipp-bay-area-schools, , , , ,300,"Oakland, CA","Concur Expense, Concur Invoice",US,Education,"Invoice,Expense",100 - 499, 
casestudy_recordati,recordati,casestudy, ,https://www.concur.com/sites/default/files/01_recordati_rare_diseases_mainlogo.jpeg, ,https://www.concur.com/en-us/casestudy/recordati, , , , ,30,"Lebanon, NJ",Concur Invoice,US,Pharmaceutical,Invoice,< 50, 
casestudy_university-oklahoma,university-oklahoma,casestudy, ,https://www.concur.com/sites/default/files/logo_big_crimson.gif, ,https://www.concur.com/en-us/casestudy/university-oklahoma, , , , ,3000,Oklahoma,"Concur Travel, Concur Expense, Intelligence, Concur Request, Concur Risk Messaging, ExpenseIt, Service Administration – Elite, Concur TripLink",US,Education,"Data Insights,Travel,Expense","3,000 - 5,999", 
casestudy_sap-runs-sap-concur,sap-runs-sap-concur,casestudy, ,https://www.concur.com/sites/default/files/2000px-sap_2011_logo.svg_.png, ,https://www.concur.com/en-us/casestudy/sap-runs-sap-concur, , , , ,91000,Germany,"Concur Travel, Concur Expense",US,Technology,"Travel,Expense","> 50,000", 
casestudy_merz,merz,casestudy, ,https://www.concur.com/sites/default/files/merz_logo.png, ,https://www.concur.com/en-us/casestudy/merz, , , , ,3000,"Raleigh, NC",Concur Expense,US,Health Care,Expense,"3,000 - 5,999", 
casestudy_illinois-tool-works,illinois-tool-works,casestudy, ,https://www.concur.com/sites/default/files/itw-logo.png, ,https://www.concur.com/en-us/casestudy/illinois-tool-works, , , , ,45001,"Glenview, Illinois","Concur Expense, Concur Travel, Concur TripLink, Intelligence, Concur Expense Pay",US,Manufacturing,"Data Insights,Travel,Expense","10,000 - 49,999", 
casestudy_cloudera,cloudera,casestudy, ,https://www.concur.com/sites/default/files/cloudera-logo.png, ,https://www.concur.com/en-us/casestudy/cloudera, , , , ,1300,"Palo Alto, CA","Audit Elite, Concur Travel, Concur Expense, Intelligence, Concur Invoice, ExpenseIt, Service Administration – Elite, Concur TripLink",US,Technology,"Data Insights,Travel,Expense,Invoice","1,000 - 1,999", 
casestudy_louisiana-pacific,louisiana-pacific,casestudy, ,https://www.concur.com/sites/default/files/2000px-louisiana-pacific_corporation_logo.svg_.png, ,https://www.concur.com/en-us/casestudy/louisiana-pacific, , , , ,4800,"Nashville, Tennesse","Concur Travel, Concur Expense",US,Manufacturing,"Travel,Expense","3,000 - 5,999", 
casestudy_jamf,jamf,casestudy, ,https://www.concur.com/sites/default/files/jamflogo.jpg, ,https://www.concur.com/en-us/casestudy/jamf, , , , ,600,"Minneapolis, Minnesota","Concur Travel, Concur Expense, Policy Audit, Concur TripLink, User Support Desk",US,Technology,"Travel,Expense,Support Offerings",500 - 749, 
casestudy_insite-software,insite-software,casestudy, ,https://www.concur.com/sites/default/files/logo_0.png, ,https://www.concur.com/en-us/casestudy/insite-software, , , , ,115,"Minneapolis, MN","Concur Travel, Concur Expense, Concur Invoice",US,Technology,"Invoice,Travel,Expense",100 - 499, 
casestudy_booz-allen-hamilton,booz-allen-hamilton,casestudy, ,https://www.concur.com/sites/default/files/boozallen.jpg, ,https://www.concur.com/en-us/casestudy/booz-allen-hamilton, , , , ,22600,"McLean, Virginia","Concur Travel, Concur Expense",US,Professional Services,"Travel,Expense","10,000 - 49,999", 
casestudy_code42,code42,casestudy, ,https://www.concur.com/sites/default/files/code42_logo_1200x630_no_tag_0.jpg, ,https://www.concur.com/en-us/casestudy/code42, , , , ,400,"Minneapolis, MN","Concur Expense, Concur Invoice, Service Administration, Concur Expense Pay, ExpenseIt, Concur TripLink, User Support Desk, Drive, Budget",US,Technology,"Invoice,Expense,Data Insights,Support Offerings",100 - 499, 
casestudy_atlanta-convention-visitors-bureau,atlanta-convention-visitors-bureau,casestudy, ,https://www.concur.com/sites/default/files/atlanta_r204_official.jpg1_.png, ,https://www.concur.com/en-us/casestudy/atlanta-convention-visitors-bureau, , , , ,85,"Atlanta, GA","Concur Expense, Intelligence, Service Administration, Concur Expense Pay, Managed Reporting, Receipt Audit, Concur TripLink",US,Travel,"Data Insights,Expense",50 - 99, 
casestudy_eaton-corporation,eaton-corporation,casestudy, ,https://www.concur.com/sites/default/files/eaton_logo_0.png, ,https://www.concur.com/en-us/casestudy/eaton-corporation, , , , ,59000,Global,"Concur Travel, Concur Expense",US,Manufacturing,"Travel,Expense","> 50,000", 
casestudy_mcknight-foundation,mcknight-foundation,casestudy, ,https://www.concur.com/sites/default/files/mck_logostack_0.png, ,https://www.concur.com/en-us/casestudy/mcknight-foundation, , , , ,50,"Minneapolis, MN","Concur Travel, Concur Expense, Receipt Audit, Concur TripLink",US,Non-Profit,"Travel,Expense",50 - 99, 
casestudy_pmi,pmi,casestudy, ,https://www.concur.com/sites/default/files/pmi-logo.png, ,https://www.concur.com/en-us/casestudy/pmi, , , , ,450,California,"Concur Travel, Concur Expense, Intelligence",US,Insurance,"Data Insights,Travel,Expense",100 - 499, 
casestudy_cengage-learning,cengage-learning,casestudy, ,https://www.concur.com/sites/default/files/cengage-logo.png, ,https://www.concur.com/en-us/casestudy/cengage-learning, , , , ,6000,Kentucky,"Concur Travel, Concur Expense",US,Publishing,"Travel,Expense","6,000 - 9,999", 
casestudy_naes,naes,casestudy, ,https://www.concur.com/sites/default/files/naes-logo_0.png, ,https://www.concur.com/en-us/casestudy/naes, , , , ,1800,Washington,Concur Travel,US,Energy Services,Travel,"1,000 - 1,999", 
casestudy_gardner-denver,gardner-denver,casestudy, ,https://www.concur.com/sites/default/files/gardner-denver-logo.png, ,https://www.concur.com/en-us/casestudy/gardner-denver, , , , ,6500,Global,"Concur Travel, Concur Expense, Intelligence",US,Manufacturing,"Data Insights,Travel,Expense","6,000 - 9,999", 
casestudy_dornier-medtech,dornier-medtech,casestudy, ,https://www.concur.com/sites/default/files/rt-logo_dornier_medtech.png, ,https://www.concur.com/en-us/casestudy/dornier-medtech, , , , ,120,"Keenesaw, GA",Concur Expense,US,Health Care,Expense,100 - 499, 
casestudy_ericsson,ericsson,casestudy, ,https://www.concur.com/sites/default/files/2000px-ericsson_logo.svg_.png, ,https://www.concur.com/en-us/casestudy/ericsson, , , , ,75000,Sweden,Concur Expense,US,Telecommunications,Expense,"> 50,000", 
casestudy_cable-wireless,cable-wireless,casestudy, ,https://www.concur.com/sites/default/files/cable-wireless-communications-logo_0.jpg, ,https://www.concur.com/en-us/casestudy/cable-wireless, , , , ,12000,United Kingdom,Concur Expense,US,Telecommunications,Expense,"10,000 - 49,999", 
casestudy_center-for-community-self-help,center-for-community-self-help,casestudy, ,https://www.concur.com/sites/default/files/selfhelp_0.png, ,https://www.concur.com/en-us/casestudy/center-for-community-self-help, , , , ,500,"Durham, North Carolina","Concur Travel, Concur Expense, Intelligence",US,Non-Profit,"Data Insights,Travel,Expense",500 - 749, 
casestudy_merit,merit,casestudy, ,https://www.concur.com/sites/default/files/logo-merit-travel_0.png, ,https://www.concur.com/en-us/casestudy/merit, , , , ,450,"Toronto, CA",Concur Compleat,US,Travel,Travel,100 - 499, 
casestudy_gbod,gbod,casestudy, ,https://www.concur.com/sites/default/files/gbod_horiz_color_0.png, ,https://www.concur.com/en-us/casestudy/gbod, , , , ,200,"Nashville, TN","Concur Expense, Concur Request",US,Non-Profit,Expense,100 - 499, 
casestudy_allen-vanguard,allen-vanguard,casestudy, ,https://www.concur.com/sites/default/files/allen_vanguard_logo_new_0.jpg, ,https://www.concur.com/en-us/casestudy/allen-vanguard, , , , ,100,"Ottawa, Ontario","Concur Travel, Concur Expense",US,Electronics,"Travel,Expense",100 - 499, 
casestudy_lyndon-group,lyndon-group,casestudy, ,https://www.concur.com/sites/default/files/lyndon_group_logo.png, ,https://www.concur.com/en-us/casestudy/lyndon-group, , , , ,15,"Newport Beach, CA","Concur Travel, Concur Expense, Concur Expense Pay",US,Financial,"Travel,Expense",< 50, 
casestudy_healthcare-solutions,healthcare-solutions,casestudy, ,https://www.concur.com/sites/default/files/logo_healthcare.png, ,https://www.concur.com/en-us/casestudy/healthcare-solutions, , , , ,867,"Duluth, GA","Concur Travel, Concur Expense",US,Pharmaceutical,"Travel,Expense",750 - 999, 
casestudy_novo-nordisk,novo-nordisk,casestudy, ,https://www.concur.com/sites/default/files/logo_nordisk_0.png, ,https://www.concur.com/en-us/casestudy/novo-nordisk, , , , ,5700,"Jersey City, New Jersey","Concur Travel, Concur Expense, Managed Reporting",US,Pharmaceutical,"Travel,Expense","3,000 - 5,999", 
casestudy_careerbuilder,careerbuilder,casestudy, ,https://www.concur.com/sites/default/files/logo_careerbuilder_0.png, ,https://www.concur.com/en-us/casestudy/careerbuilder, , , , ,2500,"Chicago, IL","Concur Travel, Concur Expense, Receipt Audit",US,Professional Services,"Travel,Expense","2,000 - 2,999", 
casestudy_salesforce,salesforce,casestudy, ,https://www.concur.com/sites/default/files/salesforce.png, ,https://www.concur.com/en-us/casestudy/salesforce, , , , ,15000,"San Francisco, CA","Concur Travel, Concur Expense",US,Technology,"Travel,Expense","10,000 - 49,999", 
casestudy_educational-data-systems,educational-data-systems,casestudy, ,https://www.concur.com/sites/default/files/edsi_full_color.png, ,https://www.concur.com/en-us/casestudy/educational-data-systems, , , , ,650,"Dearborn, MI","Concur Expense, Concur Travel",US,Professional Services,"Travel,Expense",500 - 749, 
casestudy_shawmut,shawmut,casestudy, ,https://www.concur.com/sites/default/files/logo_shawmut_0_0.png, ,https://www.concur.com/en-us/casestudy/shawmut, , , , ,700,"Boston, MA","Concur Travel, Concur Expense, Intelligence",US,Construction,"Data Insights,Travel,Expense",500 - 749, 
casestudy_t-systems,t-systems,casestudy, ,https://www.concur.com/sites/default/files/logo_tsystems_0_2.png, ,https://www.concur.com/en-us/casestudy/t-systems, , , , ,800,"Chicago, IL","Concur Travel, Concur Expense",US,Technology,"Travel,Expense",750 - 999, 
casestudy_unisys,unisys,casestudy, ,https://www.concur.com/sites/default/files/unisys_sytr_cmykred_1.png, ,https://www.concur.com/en-us/casestudy/unisys, , , , ,20001,"Blue Bell, PA","Concur Travel, Concur Expense, Intelligence",US,Technology,"Data Insights,Travel,Expense","10,000 - 49,999", 
casestudy_westlake,westlake,casestudy, ,https://www.concur.com/sites/default/files/westlake-financial-servces.png, ,https://www.concur.com/en-us/casestudy/westlake, , , , ,1000,"Los Angeles, CA","Concur Travel, Concur Expense, Receipt Audit",US,Financial,"Travel,Expense","1,000 - 1,999", 
casestudy_liz-claiborne,liz-claiborne,casestudy, ,https://www.concur.com/sites/default/files/liz-claiborne-logo.png, ,https://www.concur.com/en-us/casestudy/liz-claiborne, , , , ,14000,"Plano, TX","Concur Expense, Concur Travel",US,Retail,"Travel,Expense","10,000 - 49,999", 
casestudy_lmi-aerospace,lmi-aerospace,casestudy, ,https://www.concur.com/sites/default/files/lmi_logo.png, ,https://www.concur.com/en-us/casestudy/lmi-aerospace, , , , ,1350,"Saint Charles, MO","Concur Travel, Concur Expense, Managed Reporting",US,Manufacturing,"Travel,Expense","1,000 - 1,999", 
